message,clean_text,intent_label
I got it yaar . I accepted,i got it yaar   i accepted,0
I got it yaar . I accepted,i got it yaar   i accepted,0
"I got an email yesterday. You also probably received it. They are starting their recruitment process. The question is, did they select smit? Find out.",i got an email yesterday  you also probably received it  they are starting their recruitment process  the question is  did they select smit  find out,0
"I got an email yesterday. You also probably received it. They are starting their recruitment process. The question is, did they select smit? Find out.",i got an email yesterday  you also probably received it  they are starting their recruitment process  the question is  did they select smit  find out,0
"I Got a gift 4 u! No cost! No batteries required! Tax free, Performs silently, extremely personal! Fully returnable n transferable ! Its a HUG xclusively for U!!''",i got a gift 4 u  no cost  no batteries required  tax free  performs silently  extremely personal  fully returnable n transferable   its a hug xclusively for u,0
"I gave my room key to tejas, take from him. U shift inside..",i gave my room key to tejas  take from him  u shift inside,0
Which's The MOST DANGEROUS Alphabet Of All?W.!Coz ALL WORRIES Start With WWHO?WHY?WHAT?WHEN?WHICH?WHOM?WHERE?WAR!WINEWOMAN &FINALYWIFE YaaR,which s the most dangerous alphabet of all w coz all worries start with wwho why what when which whom where war winewoman  finalywife yaar,0
i found natasha on facebook.,i found natasha on facebook,0
i found d security device bt i don remem d password...coz it didn accept d one i entered. sent a password change request. will hv to call customer care to activate tht nw. so left it.,i found d security device bt i don remem d password coz it didn accept d one i entered  sent a password change request  will hv to call customer care to activate tht nw  so left it,0
"Indian cricket team has been penalized by animal activists for hunting 11 kangaroos yesterday, Further Team 2 pay penalty 4 hunting 11 street dogs nxt wednesday",indian cricket team has been penalized by animal activists for hunting 11 kangaroos yesterday  further team 2 pay penalty 4 hunting 11 street dogs nxt wednesday,0
"I find television very educating. Every time somebody turns on the set, I go into the other room and read a book.",i find television very educating  every time somebody turns on the set  i go into the other room and read a book,0
"I feel lucky as i m part of ur life. Keep me always in ur memories. Be my frnd forever. Happy friendship day. TY, Avi",i feel lucky as i m part of ur life  keep me always in ur memories  be my frnd forever  happy friendship day  ty  avi,0
I duno..any bttr mvie!?? N pl ask saum or mansi to cal sanam bt d swtshrts..he dint rply to my msg so..,i duno any bttr mvie  n pl ask saum or mansi to cal sanam bt d swtshrts he dint rply to my msg so,0
I duno ya...kuch samajh nai aa rahatension itni zyada ho rai hai..bad halattry doin stacks n queues or file handln??,i duno ya kuch samajh nai aa rahatension itni zyada ho rai hai bad halattry doin stacks n queues or file handln,0
I dropped a coin in the wishing well n prayed 4 a smart n intelligent friend. Then God gifted me u n said:ITNE PAISE MEIN ITNA HI MILENGA...Gn  n rlp.,i dropped a coin in the wishing well n prayed 4 a smart n intelligent friend  then god gifted me u n said itne paise mein itna hi milenga gn  n rlp,0
i dont want to form silly ideas in my head as to why u guys threw out tht maid. i kno its ur parents' stuff. bt v share so mch wid each oder abt ourselves n our families n friends n others. i rely want to kno. thts all i cn say for nw...,i dont want to form silly ideas in my head as to why u guys threw out tht maid  i kno its ur parents  stuff  bt v share so mch wid each oder abt ourselves n our families n friends n others  i rely want to kno  thts all i cn say for nw,0
I dont remember anythin . U r very late to give reply . Its k .i ll ask u from de first . Dis time reply fast .,i dont remember anythin   u r very late to give reply   its k  i ll ask u from de first   dis time reply fast,0
I dont remember anythin . U r very late to give reply . Its k .i ll ask u from de first . Dis time reply fast .,i dont remember anythin   u r very late to give reply   its k  i ll ask u from de first   dis time reply fast,0
Which unreplied msg . And this week end we may go out . Pallab and piyush r makin some plans it seems,which unreplied msg   and this week end we may go out   pallab and piyush r makin some plans it seems,0
I dont know. While buyin didn't think anythin but i think i made mistake.,i dont know  while buyin didn t think anythin but i think i made mistake,0
Why do sardar study in front of mirror?Bcoz1)revision b saath me ho jata hai..2)wo apne upar nazar rakh sakta hai..3)usse combined study pasand hai.,why do sardar study in front of mirror bcoz1 revision b saath me ho jata hai 2 wo apne upar nazar rakh sakta hai 3 usse combined study pasand hai,0
I dont know wy he offer tat. I think want to show himself as trendy .,i dont know wy he offer tat  i think want to show himself as trendy,2
I dont know wy he offer tat. I think want to show himself as trendy .,i dont know wy he offer tat  i think want to show himself as trendy,2
I dont know bout it. But we wont be in same company . No training in same de same city.,i dont know bout it  but we wont be in same company   no training in same de same city,0
I dont know bout it. But we wont be in same company . No training in same de same city.,i dont know bout it  but we wont be in same company   no training in same de same city,0
I dont know anythin bout him but i heard a lot. Tats great u ll hav de chance to meet him,i dont know anythin bout him but i heard a lot  tats great u ll hav de chance to meet him,0
I dont have balance so ll take two days to recharge it-Sent via WAY2SMS.COM,i dont have balance so ll take two days to recharge it sent via way2sms com,1
I dont have balance so ll take two days to recharge it - Sent via WAY2SMS.COM,i dont have balance so ll take two days to recharge it   sent via way2sms com,1
I dont hav keys...can u plz come fast!!!,i dont hav keys can u plz come fast,0
I dont care if he puts it in dust bin or some where .,i dont care if he puts it in dust bin or some where,0
Which unreplied msg . And this week end we may go out . Pallab and piyush r makin some plans it seems,which unreplied msg   and this week end we may go out   pallab and piyush r makin some plans it seems,0
"Indian boy: Mere 3 bhai aur 3 behen he. Tere kitne hai? American  boy: Mere bhai bahen nahi, par meri  pehli mummy se  4 papa  aur pehle papa se  5 mummy hai",indian boy  mere 3 bhai aur 3 behen he  tere kitne hai  american  boy  mere bhai bahen nahi  par meri  pehli mummy se  4 papa  aur pehle papa se  5 mummy hai,0
I dono y m nt feeling gud abt netin. My colg thing. Ur hostel thing. M evn taking akhil n aliza's news as something bad/wrong. Mayb my mind's jus twisted coz f my colg thing. M sry. I kno dis is crappy msg 2 send. Tc n best of luck. Wish i cud fix myself.,i dono y m nt feeling gud abt netin  my colg thing  ur hostel thing  m evn taking akhil n aliza s news as something bad wrong  mayb my mind s jus twisted coz f my colg thing  m sry  i kno dis is crappy msg 2 send  tc n best of luck  wish i cud fix myself,0
"i dono if its bcoz of d medicine or wot. m practicaly falling off my seat, m so sleepy! ws pleasantly surprised to c ur text tho i din undrstnd it. waiting n seeing if u reply nw.",i dono if its bcoz of d medicine or wot  m practicaly falling off my seat  m so sleepy  ws pleasantly surprised to c ur text tho i din undrstnd it  waiting n seeing if u reply nw,0
i dono if it evr hapns to u or nt. sumhw i ws/am feeling prety rattled. like m unsure abt so mny things n evn a lil scared. newyz. wud be nice to wake up to a reply from u. tc.,i dono if it evr hapns to u or nt  sumhw i ws am feeling prety rattled  like m unsure abt so mny things n evn a lil scared  newyz  wud be nice to wake up to a reply from u  tc,0
i dono hw u cn make me smile evn after pissing me off...paagal...decent comeback...,i dono hw u cn make me smile evn after pissing me off paagal decent comeback,0
I dono hw annoying it is wen i don reply. Bt m having a tough tym controlling my paranoia. Plz reply.,i dono hw annoying it is wen i don reply  bt m having a tough tym controlling my paranoia  plz reply,0
i don't like not being able to reach you :(,i don t like not being able to reach you,0
I don't know! Bhejna hai bhej nai toh mt bhej! I have conveyed the msg to u!,i don t know  bhejna hai bhej nai toh mt bhej  i have conveyed the msg to u,0
I don't know d actual meaning of maturity. bt 4 me maturity is wn  a peRson hurts u n u try 2 undeRstnd thr situation n dn't hurt dem back.. TK CR.,i don t know d actual meaning of maturity  bt 4 me maturity is wn  a person hurts u n u try 2 understnd thr situation n dn t hurt dem back  tk cr,0
Which sentence,which sentence,0
I don't know any bhoopinder.. Sry wrong number,i don t know any bhoopinder  sry wrong number,0
"INDIAN :- sir PAKISTAN se 16 inch k Condom ka order mila hai. MANAGER:-Ye kamine hume jaleel krna chahte hai, Order tayar kro aur likh doSMALL SIZE",indian   sir pakistan se 16 inch k condom ka order mila hai  manager ye kamine hume jaleel krna chahte hai  order tayar kro aur likh dosmall size,0
"I don wana pester u or netin. Bt jus kind of wish u wud tok 2 me nicely once. Tho if i think logicaly,mayb der is nth 2 tok. Bt i don wana accept tht. It seemed lyk sth ws bothering u. N i wana ease off tht burden on u. In woteva way possible. Sumhw m nt hapy tht mum dad r bck either. Id rather stay alone ryt nw. Or be wid u is wot i wan. Der is sum sort of uneasiness/restlessness inside me,vich i'm nt able 2 identify. I din wana disturb u by calling. Thts y i msgd. I hope dis din bother u. Luv u. Tc. :*",i don wana pester u or netin  bt jus kind of wish u wud tok 2 me nicely once  tho if i think logicaly mayb der is nth 2 tok  bt i don wana accept tht  it seemed lyk sth ws bothering u  n i wana ease off tht burden on u  in woteva way possible  sumhw m nt hapy tht mum dad r bck either  id rather stay alone ryt nw  or be wid u is wot i wan  der is sum sort of uneasiness restlessness inside me vich i m nt able 2 identify  i din wana disturb u by calling  thts y i msgd  i hope dis din bother u  luv u  tc,0
"I don like us fighting. It messes me up. :( abhi i lost my temper in traffic, n evn tht gt directed at u in d form of nasty thots coz of last nyt... N honestly, i knew helping u ws kind of  due last nyt, bt u jus ruined it so mch. I don get it. Y aren't u telling me all about it? If u don't trust me wid dis info, who else will u trust wid netin else? N plz, stop threatening me! :( stop hurting d ppl who care abt u...weder its me or ur parents. I jus hope things will be betr 2day...waiting...",i don like us fighting  it messes me up    abhi i lost my temper in traffic  n evn tht gt directed at u in d form of nasty thots coz of last nyt  n honestly  i knew helping u ws kind of  due last nyt  bt u jus ruined it so mch  i don get it  y aren t u telling me all about it  if u don t trust me wid dis info  who else will u trust wid netin else  n plz  stop threatening me    stop hurting d ppl who care abt u weder its me or ur parents  i jus hope things will be betr 2day waiting,0
I dnt thnk it did harm to any1,i dnt thnk it did harm to any1,0
"I dnt say dat u shud smile wen m hpy n cry wen m sad.I knw no1 cn do datI dnt wish dat u shud spnd tym vid me.I knw itz impsbl 4 uI dnt wish 2take any spcl plce in ur heart.I knw its 2much 2ask frAl i wish smday,smplace long aftr m gone 4 evr,u hear ma name,smile n saythee 1 pagal ...N i miss her karti thi roz sms se pareshan  :-):-):-)",i dnt say dat u shud smile wen m hpy n cry wen m sad i knw no1 cn do dati dnt wish dat u shud spnd tym vid me i knw itz impsbl 4 ui dnt wish 2take any spcl plce in ur heart i knw its 2much 2ask fral i wish smday smplace long aftr m gone 4 evr u hear ma name smile n saythee 1 pagal  n i miss her karti thi roz sms se pareshan,1
I dnt luv u more dan d world. U can go back to sonam n i am nt angry sach mein.. I dnt hv her no. Convey her. Saikat z all her's. Gud bye.,i dnt luv u more dan d world  u can go back to sonam n i am nt angry sach mein  i dnt hv her no  convey her  saikat z all her s  gud bye,0
i dnt knw wen u told! half of ur msgs wnt cum only :-/ yeah dts true hostl lyf rocks n teaches alott :),i dnt knw wen u told  half of ur msgs wnt cum only   yeah dts true hostl lyf rocks n teaches alott,0
Yr tune to craze paida kr dia kal milne ka..:-P,yr tune to craze paida kr dia kal milne ka p,0
Which sentence,which sentence,0
"I dnt knw wat to do nw. Its dificlt for me to retain this felng. I dnt hv ny hope nw. Getng b or above is like impsbl. And jst for the sily asgnmnt i m submitng. I m getng ths grade redctn. No need for ny sympathy as it wil nt help me. Hw to tel mom nd dad, i dnt knw. Its so harsh. I hate myslf for doing ths. Hate ths flng, i nvr had such guiltines.",i dnt knw wat to do nw  its dificlt for me to retain this felng  i dnt hv ny hope nw  getng b or above is like impsbl  and jst for the sily asgnmnt i m submitng  i m getng ths grade redctn  no need for ny sympathy as it wil nt help me  hw to tel mom nd dad  i dnt knw  its so harsh  i hate myslf for doing ths  hate ths flng  i nvr had such guiltines,0
"India(Ram) married World Cup(Sita) in 1983 & in 1996 Srilanka(Raavan) took away Sita(World Cup).Now after 14 yrs of Vanvaas,they meet again,you know the result.",india ram  married world cup sita  in 1983   in 1996 srilanka raavan  took away sita world cup now after 14 yrs of vanvaas they meet again you know the result,0
I dnt knw jab tayaar houngi tab bta dungi. Nd jana kahan h pehle...,i dnt knw jab tayaar houngi tab bta dungi  nd jana kahan h pehle,0
"I dnt knw if i am imprtnt in ur lyf or nt Bt yes,i jst hope wen i'll b dead,u wil cum little nearer 2 my coffin,wid tears in eyes n say slowly.UTH JAA NA YAAR hai na?",i dnt knw if i am imprtnt in ur lyf or nt bt yes i jst hope wen i ll b dead u wil cum little nearer 2 my coffin wid tears in eyes n say slowly uth jaa na yaar hai na,0
I dnt knw abt else ppl. Bt i hv no hope.,i dnt knw abt else ppl  bt i hv no hope,0
I dnt knw . . Mujhe kaise pata . . Hogi tumari koi special dost. . N tumara pjct start ho gaya?,i dnt knw     mujhe kaise pata     hogi tumari koi special dost    n tumara pjct start ho gaya,0
"I dnt know d art of showing love, concern and respect for d buddies i care for...There may be many who wud impres u better than i can do... Some may even know how to cary on frndship in a far better way than i can... But one thing i can do is i will be a true friend just try 2 make u feel gud and joyful ,help you where i can and will be with you whenever u want...Dis is me and i am not at all unique...:-)jst a fnd of urz,frevr nd evr.",i dnt know d art of showing love  concern and respect for d buddies i care for there may be many who wud impres u better than i can do  some may even know how to cary on frndship in a far better way than i can  but one thing i can do is i will be a true friend just try 2 make u feel gud and joyful  help you where i can and will be with you whenever u want dis is me and i am not at all unique jst a fnd of urz frevr nd evr,0
I dnt hv it..,i dnt hv it,0
I dnt hav d final srs. I have mailed u d use case diagram in a word doc,i dnt hav d final srs  i have mailed u d use case diagram in a word doc,0
I dn't hv ny odr option n so jao nikammo kbhi....it's 5:30 nw....,i dn t hv ny odr option n so jao nikammo kbhi it s 5 30 nw,0
I dn't hv blnc...:-(,i dn t hv blnc,0
India's most versatile sound.. Bhenchod in 7 different moods: ANGER Bhag bhenchod.. FRUSTRATION Sab chutiye hai bhenchod. ACCEPTANCE Sahi hai bhenchod.. REJECTION Gaand mara bhenchod.. FEAR Aab kya hoga bhenchod..?? SORROW Bhenchod maa bhen ek ho gayi.. SHOCK Bhen..chod..!!,india s most versatile sound  bhenchod in 7 different moods  anger bhag bhenchod  frustration sab chutiye hai bhenchod  acceptance sahi hai bhenchod  rejection gaand mara bhenchod  fear aab kya hoga bhenchod  sorrow bhenchod maa bhen ek ho gayi  shock bhen chod,0
I dint tell u earlier.....par ab its tym to tell u evrythng......plz promise kar tht ths will stay between both of us only,i dint tell u earlier par ab its tym to tell u evrythng plz promise kar tht ths will stay between both of us only,0
i dint cut my relnshp wid u........mujhe mat bhej ye sms........alrdy bored,i dint cut my relnshp wid u mujhe mat bhej ye sms alrdy bored,1
"I din get it. U decided 2 disconnect bcoz of speaker? Khair newyz, as u wish.",i din get it  u decided 2 disconnect bcoz of speaker  khair newyz  as u wish,0
I didnt send u anythin now.,i didnt send u anythin now,0
I didnt hav balance yesterday tats wy cant able to msg,i didnt hav balance yesterday tats wy cant able to msg,0
I didn't send u anythin now.,i didn t send u anythin now,0
i didn't like the sound you of right now. please get back inside the hostel asap. and please don't do anything wrong. please.,i didn t like the sound you of right now  please get back inside the hostel asap  and please don t do anything wrong  please,0
i didn't like getting cut mid convo and not being able to talk to you.,i didn t like getting cut mid convo and not being able to talk to you,0
InDia will WIN....World cuP aaagaya...,india will win world cup aaagaya,0
I didn't hav balance yesterday tats wy cant able to msg,i didn t hav balance yesterday tats wy cant able to msg,0
"I ddnt want to msg u.. I knw u wont reply bt today,i dnt knw y,i am unable to cntrl myslf.. I am msng u like hell.. Msng u a lot. Waitd lng 4 u to cum on9 bt dnt thnk u wil cum nw. I jst hope u r fyn n hvng fun. Gud nite n tk care.",i ddnt want to msg u  i knw u wont reply bt today i dnt knw y i am unable to cntrl myslf  i am msng u like hell  msng u a lot  waitd lng 4 u to cum on9 bt dnt thnk u wil cum nw  i jst hope u r fyn n hvng fun  gud nite n tk care,0
"i cud write u a ltter : if d sky is my paper, if d ocean is my ink & d stars r my words it wud still not b enough 2 describe how dear u are 2 me..",i cud write u a ltter   if d sky is my paper  if d ocean is my ink   d stars r my words it wud still not b enough 2 describe how dear u are 2 me,0
"I cried ma emotins in evry tear, 4 whom i cried ws nvr dere,4 whom i ws rdy 2 die nvr tuk care, 4 me he ws d nly 1,4 him i ws nly fun ...Gd mrng",i cried ma emotins in evry tear  4 whom i cried ws nvr dere 4 whom i ws rdy 2 die nvr tuk care  4 me he ws d nly 1 4 him i ws nly fun  gd mrng,0
I cnt find out idone compiler:-(,i cnt find out idone compiler,0
I cn see u:-P,i cn see u p,0
I cn see u again:-P,i cn see u again p,0
I chkd thrice the lab it was closd. Didnt fnd mam too,i chkd thrice the lab it was closd  didnt fnd mam too,0
I cant go... pls undrstnd,i cant go  pls undrstnd,0
"Is bangalore, delhi, kolkata ok with you?",is bangalore  delhi  kolkata ok with you,0
India Virende(R) 10dulk(A)r  Yuvra(J) Gaut(A)m   Rai(N)a Dhon(I)        (K)ohli HBh(A)jn ZKha(N)     Pa(T)el     As(H)win RAJANIKANTH jisme ho wo haregi kya?,india virende r  10dulk a r  yuvra j  gaut a m   rai n a dhon i          k ohli hbh a jn zkha n      pa t el     as h win rajanikanth jisme ho wo haregi kya,0
Which line will you take? And by what time will you leave?,which line will you take  and by what time will you leave,0
I cant do it alone. No 1s here.,i cant do it alone  no 1s here,0
I cant able to . Cos of me he drunk today. Im really stupid . I shouldnt hurt him.,i cant able to   cos of me he drunk today  im really stupid   i shouldnt hurt him,0
i cannot believ i gt dc wen i announced d crux of d whole thing. god!,i cannot believ i gt dc wen i announced d crux of d whole thing  god,0
i can't wait for your msg card to get activated. for all those situations when you can't talk. waise is this the same abhishek with whom you had a minor fight last week? tell me when you call me.,i can t wait for your msg card to get activated  for all those situations when you can t talk  waise is this the same abhishek with whom you had a minor fight last week  tell me when you call me,0
"I can't find d ryt wrds 4 dis day,so i m giving a hug,bcoz wrds hav d potential 2 confuse,but HUGS never LIE.happy friendshipday n gud morning.",i can t find d ryt wrds 4 dis day so i m giving a hug bcoz wrds hav d potential 2 confuse but hugs never lie happy friendshipday n gud morning,0
"i can't believ uv left ur cell fone switchd off in such a situation aka my labtests tom. cmon!!! n btw, did u actualy hit stuti so hard tht she started bleeding from her forehead? oh god tanmay, u kno ur nt suposd to hit girls. hope ur taking care. my lab exams r b/w 11-12 and 3-5. be good. :*",i can t believ uv left ur cell fone switchd off in such a situation aka my labtests tom  cmon  n btw  did u actualy hit stuti so hard tht she started bleeding from her forehead  oh god tanmay  u kno ur nt suposd to hit girls  hope ur taking care  my lab exams r b w 11 12 and 3 5  be good,0
i can't believ ur watching it widout me. m rely disappointed. n u wer suposd to call me once u wer thru. rely disappointed.,i can t believ ur watching it widout me  m rely disappointed  n u wer suposd to call me once u wer thru  rely disappointed,0
"I CAN READ IT! CAN YOU fi yuo cna raed tihs, yuo hvae a sgtrane mnid too. Cna yuo raed tihs? Olny 55 plepoe can. i cdnuolt blveiee taht I cluod aulaclty uesdnatnrd waht I was rdanieg. The phaonmneal pweor of the hmuan mnid, aoccdrnig to a rscheearch at Cmabrigde Uinervtisy, it dsenot mtaetr in waht oerdr the ltteres in a wrod are, the olny iproamtnt tihng is taht the frsit and lsat ltteer be in the rghit pclae. The rset can be a taotl mses and you can sitll raed it whotuit a pboerlm. Tihs is bcuseae the huamn mnid deos not raed ervey lteter by istlef, but the wrod as a wlohe. Azanmig huh? yaeh and I",i can read it  can you fi yuo cna raed tihs  yuo hvae a sgtrane mnid too  cna yuo raed tihs  olny 55 plepoe can  i cdnuolt blveiee taht i cluod aulaclty uesdnatnrd waht i was rdanieg  the phaonmneal pweor of the hmuan mnid  aoccdrnig to a rscheearch at cmabrigde uinervtisy  it dsenot mtaetr in waht oerdr the ltteres in a wrod are  the olny iproamtnt tihng is taht the frsit and lsat ltteer be in the rghit pclae  the rset can be a taotl mses and you can sitll raed it whotuit a pboerlm  tihs is bcuseae the huamn mnid deos not raed ervey lteter by istlef  but the wrod as a wlohe  azanmig huh  yaeh and i,0
I can confirm my plan by tomorro only,i can confirm my plan by tomorro only,0
Why do Muslims hate Pigs !!?becz-Pigs produce more babies than muslims..EGO PROBLEM.!,why do muslims hate pigs  becz pigs produce more babies than muslims ego problem,0
i came back to delhi,i came back to delhi,0
"Which line is used very often when we are wid frnds?..................Oye sab chup ho jao, koi b Gaali nhi dega, ghar se phone hai. ;)",which line is used very often when we are wid frnds oye sab chup ho jao  koi b gaali nhi dega  ghar se phone hai,0
I called u .but i too didnt hear anythin . So i but it. If u already guessed den wy u msged me .,i called u  but i too didnt hear anythin   so i but it  if u already guessed den wy u msged me,0
i called again jus nw. he din pick up. nw wot? :S,i called again jus nw  he din pick up  nw wot   s,0
i called again coz i got dc the first time. :/,i called again coz i got dc the first time,0
i called 10 more times including 1 call in which i was on hold for 10 minutes.,i called 10 more times including 1 call in which i was on hold for 10 minutes,0
I brought a cool t shirt and a belt . I dont know he ll like belt or not.,i brought a cool t shirt and a belt   i dont know he ll like belt or not,0
I BRO. . . Tera cell recharge nhe ho paya so mom two 25-25 wale cards lae hai . . No. Next msg mai hai. . . Bie.,i bro      tera cell recharge nhe ho paya so mom two 25 25 wale cards lae hai     no  next msg mai hai      bie,0
i bro. . . Khaha ho.? Padae kesi ho rhe hai. . . . .? Kesi tayari ho rhe hai...? Mom puch rhe hai ki is bar A grade aega ki nhe. . ? Hav a gud day. . . .,i bro      khaha ho  padae kesi ho rhe hai          kesi tayari ho rhe hai  mom puch rhe hai ki is bar a grade aega ki nhe      hav a gud day,0
"I bought a packet of air, I was surprised to see that, . . . . There were few chips in it....!:O:D . . . . Dedicated to Lays!:P",i bought a packet of air  i was surprised to see that          there were few chips in it o d         dedicated to lays p,0
INDIA TODAY ke survey ke hisab se 42% ladkiyon ko shadi se pehle sex me koi aitraz nhi. Mera sawal ye hai ki ? Bhenchod ye 42% ladkiyan hain kahan?,india today ke survey ke hisab se 42  ladkiyon ko shadi se pehle sex me koi aitraz nhi  mera sawal ye hai ki   bhenchod ye 42  ladkiyan hain kahan,0
"I bought 2 dogs named 'ASS'& 'FACE'...!! I kept ASS with me & gifted FACE 2 u.Once FACE died,i felt so sad bcoz...whenever i see my ASS i remember ur FACE..",i bought 2 dogs named  ass   face  i kept ass with me   gifted face 2 u once face died i felt so sad bcoz whenever i see my ass i remember ur face,0
"Which is the longest n most joyful word in English?SMILESBecause,there is a mile gap between 2 s.(sadness n sorrow) so keep smiling..!!:-)Gudmorng",which is the longest n most joyful word in english smilesbecause there is a mile gap between 2 s sadness n sorrow  so keep smiling gudmorng,0
"I blow a wish of gentle morning , a successful day 2 a peace ful evening. I wish nothing but the best 4 u & pray GOD guides u in all u do...",i blow a wish of gentle morning   a successful day 2 a peace ful evening  i wish nothing but the best 4 u   pray god guides u in all u do,0
I Bet U Can't Get This Quote @ First Glance;-) You love to hate the one who loves the one you hate to love.. . .,i bet u can t get this quote   first glance  you love to hate the one who loves the one you hate to love,0
"I BET,ull read this sms twice! This Man is Man nice Man to Man see Man some Man one Man losing Man a Man bet Man with Man me Man {Now Read without Man).",i bet ull read this sms twice  this man is man nice man to man see man some man one man losing man a man bet man with man me man  now read without man,1
I believe there are more urgent and honorable occupations than the incomparable waste of time we call suffering.,i believe there are more urgent and honorable occupations than the incomparable waste of time we call suffering,2
I believe in all de things which exist in de world.,i believe in all de things which exist in de world,0
I asked my heart: Why cant I sleep at night? . . . . . . . My Heart told me Because you already slept in the afternoon.. Dont act like Ure in love;),i asked my heart  why cant i sleep at night                my heart told me because you already slept in the afternoon  dont act like ure in love,0
"i ask dad d plan u proposed for d evening. didn tell him tht i wud be picking u up. n evn sed he cn pick me up wenevr he deems fit. n he ws being all funy abt it (aka nt agreeing aaram se). told him oder option ws i go alone n tht u din wan tht. he ws lyk i go wid him, bt i sed i didn wana go wid him. sed he also wants to tok to me abt d latest things. he expects u to move mountains to prove ur worthiness to hav me (figuratively) :/ den he hd to go, so disconnected without giving me any ans.",i ask dad d plan u proposed for d evening  didn tell him tht i wud be picking u up  n evn sed he cn pick me up wenevr he deems fit  n he ws being all funy abt it  aka nt agreeing aaram se  told him oder option ws i go alone n tht u din wan tht  he ws lyk i go wid him  bt i sed i didn wana go wid him  sed he also wants to tok to me abt d latest things  he expects u to move mountains to prove ur worthiness to hav me  figuratively    den he hd to go  so disconnected without giving me any ans,0
"Which is the funniest moment in our life? When we hav no idea wat to rite in d Xam paper n d inviglatr cums n says, Sidhe baitho, piche wala dekh raha hai''",which is the funniest moment in our life  when we hav no idea wat to rite in d xam paper n d inviglatr cums n says  sidhe baitho  piche wala dekh raha hai,0
"India is a nation, Dadar is a station....India is a nation, Dadar is a station.....Dont fall in love, 1st complete your education :P",india is a nation  dadar is a station india is a nation  dadar is a station dont fall in love  1st complete your education  p,0
i am... that's why i asked you... now just study.,i am  that s why i asked you  now just study,0
I am writing this since I am not getting connection to ur mobile. I am sending the complete form for the migration certificate. I have enclosed two DDs 200/- and 1000/- Use 200 to get me migration and transfer certificate and the other is mostly for expenses incurred for various things you helped me in. I am sending two blank papers signed with my name. They will send migration certificate directly to my institute but plz try for my transfer certificate.,i am writing this since i am not getting connection to ur mobile  i am sending the complete form for the migration certificate  i have enclosed two dds 200  and 1000  use 200 to get me migration and transfer certificate and the other is mostly for expenses incurred for various things you helped me in  i am sending two blank papers signed with my name  they will send migration certificate directly to my institute but plz try for my transfer certificate,1
I am throwing my placement party tomorrow. All will leave fom hostl gate at 12 noon sharp.,i am throwing my placement party tomorrow  all will leave fom hostl gate at 12 noon sharp,0
I am stayn bk til 4.let me knw,i am stayn bk til 4 let me knw,0
I am sorry saikat..,i am sorry saikat,0
I am sitn in appartments opp.pvr.u knw w 2 get dn,i am sitn in appartments opp pvr u knw w 2 get dn,0
I am not in obh now5 baje aunga,i am not in obh now5 baje aunga,0
I am not in obh now 5 baje aunga,i am not in obh now 5 baje aunga,0
I am msng u.:-(,i am msng u,0
I am msng u. My each de is incmplt widout u.. Msng u a lot.. Wish i could hear from u. Gn..,i am msng u  my each de is incmplt widout u  msng u a lot  wish i could hear from u  gn,0
India has won . Cheers :),india has won   cheers,0
Which is d 27th letter of English alphabets?!! . . . . . . . . . . . . . . R u luking for answer? . *Very gud* . Which school beta?,which is d 27th letter of english alphabets                              r u luking for answer     very gud    which school beta,0
I am msng u n i luv u a lot...,i am msng u n i luv u a lot,0
i am msng u a lot.. Msng teddy too.,i am msng u a lot  msng teddy too,0
I am msng u a lot. Dher saari baatein batani h.. Gn jaanu.luv u.,i am msng u a lot  dher saari baatein batani h  gn jaanu luv u,0
I am manoj.My new no. 9802414624,i am manoj my new no  9802414624,0
I am leaving it.,i am leaving it,0
I am leaving India. Actually Katrina is pregnant and media knwz itz me. Tu bhi nikal le saale Uski kaamwali bhi pregnant hai.,i am leaving india  actually katrina is pregnant and media knwz itz me  tu bhi nikal le saale uski kaamwali bhi pregnant hai,0
I am leavin dadi baba r alone.u cum 2 malviya magar n take 764 frm panchshel,i am leavin dadi baba r alone u cum 2 malviya magar n take 764 frm panchshel,0
I am in room.,i am in room,0
I am goin 2 slep.u can open d do6r with yr key.gn v tired,i am goin 2 slep u can open d do6r with yr key gn v tired,0
indi teacher: Kaal kitne prakaar ke hote hain? Sardar: 7 prakaar ke Local kaal STD kaal ISD kaal Missed kaal Receivd kaal Dialled kaal & Sasria kaal !,indi teacher  kaal kitne prakaar ke hote hain  sardar  7 prakaar ke local kaal std kaal isd kaal missed kaal receivd kaal dialled kaal   sasria kaal,0
I am giving u 900 million angels to take care of u. Give them to 9 friends except me. U wl hv good news in 10mins.Seems it wrks.check it out.ur10min starts nw.,i am giving u 900 million angels to take care of u  give them to 9 friends except me  u wl hv good news in 10mins seems it wrks check it out ur10min starts nw,0
I am eating Avalekki bath.,i am eating avalekki bath,0
I am driving,i am driving,0
I am at the gate,i am at the gate,0
"I am 10 letter word, My 1234 has power to rule, U eat my 5678. My 89 and 10 means of a lady, I can fly what am i ?????",i am 10 letter word  my 1234 has power to rule  u eat my 5678  my 89 and 10 means of a lady  i can fly what am i,0
"I always thot that everythin happens 4 a reason... Bt later on i realized,that sumtimes reasons r not enough 2 explain why anything happned..! Gud mrng. Hw r u?",i always thot that everythin happens 4 a reason  bt later on i realized that sumtimes reasons r not enough 2 explain why anything happned  gud mrng  hw r u,0
